Age; Workclass; Education; Years of Education; Marital Status; Occupation; Relationship; Race; Sex; Hours Work per Week; Income
38;4;12;9;3;4;6;2;1;40;1
68;4;12;9;3;4;1;2;0;40;0
26;4;10;13;5;1;3;4;1;40;0
42;4;12;9;1;8;2;2;0;40;0
49;4;12;9;3;3;1;2;0;40;1
42;4;10;13;3;1;6;4;1;40;1
39;4;13;14;3;4;1;2;0;65;1
31;6;7;5;3;3;1;2;0;40;0
28;7;10;13;3;10;1;2;0;20;0
36;4;10;13;1;10;2;2;1;50;0
42;7;16;10;3;4;6;2;1;40;1
62;4;12;9;3;7;1;2;0;40;0
21;4;12;9;5;5;4;2;0;24;0
21;4;16;10;5;1;4; Other;1;20;0
60;?;12;9;3;;1;2;0;40;0
22;4;16;10;5;8;4;2;1;25;0
30;4;1;6;3;3;1;2;0;40;0
64;4;12;9;7;1;2;2;1;40;0
28;4;10;13;3;4;6;2;1;28;1
41;6;8;12;3;3;1;2;0;40;1
25;4;12;9;5;3;3;2;0;40;0
27;4;12;9;3;5;1;2;0;40;0
40;4;8;12;3;13;1;2;0;44;0
58;4;16;10;3;4;1;2;0;40;1
31;4;15;15;5;10;2;2;1;99;0
50;2;12;9;7;14;5;2;1;40;0
27;4;12;9;6;6;5;2;0;40;0
31;?;12;9;5;;4;3;0;40;0
50;4;10;13;3;12;1;2;0;40;0
45;4;12;9;3;11;1;1;0;40;1
33;4;3;8;5;11;4;1;0;40;0
62;4;16;10;1;1;2;2;0;40;0
38;4;12;9;3;3;1;2;0;40;0
19;4;16;10;5;8;4;2;1;35;0
30;4;2;7;3;8;6;1;1;30;0
38;4;16;10;1;12;4;2;1;25;0
42;6;12;9;3;5;1;2;0;99;1
49;5;16;10;1;12;2;2;0;25;0
53;4;13;14;3;4;1;2;0;50;1
45;2;16;10;3;3;1;2;0;40;1
24;4;16;10;5;1;4;1;1;40;0
29;4;9;11;5;1;4;2;1;35;0
24;4;16;10;5;12;4;2;1;30;0
38;1;10;13;3;10;1;2;0;40;1
25;5;9;11;5;14;5;2;0;55;0
51;7;1;6;3;3;1;3;0;40;0
17;?;2;7;5;;4;2;1;20;0
19;4;16;10;5;1;4;2;1;8;0
38;4;16;10;3;3;1;2;0;52;1
60;4;12;9;1;8;2;2;1;40;0
29;6;12;9;5;12;2;2;0;40;0
66;?;16;10;7;;5;1;1;40;0
28;1;1;6;3;8;6;3;1;40;0
36;4;12;9;3;10;1;2;0;45;1
57;?;12;9;3;;1; Other;0;5;0
24;4;8;12;5;3;4;2;0;40;0
43;4;8;12;5;1;2;2;1;38;0
29;5;15;15;3;10;1;2;0;55;1
67;6;15;15;3;10;1;2;0;25;1
20;4;12;9;5;11;4;2;0;40;0
21;4;16;10;5;8;4;4;0;20;0
20;4;1;6;5;6;4;2;0;40;0
42;4;8;12;3;4;1;2;0;60;1
20;4;16;10;5;8;4;2;1;10;0
19;2;12;9;5;1;4;2;0;35;0
34;4;12;9;3;3;1;2;0;45;0
40;2;10;13;5;10;5;2;1;45;0
33;4;16;10;6;8;5;1;1;25;0
36;4;16;10;1;3;2;2;1;37;0
43;4;8;12;1;3;2;2;0;70;1
41;2;12;9;6;8;5;1;1;40;0
34;7;12;9;3;13;1;2;0;40;1
33;4;8;12;3;12;1; Other;0;40;1
47;4;12;9;3;7;1;2;0;40;0
41;4;4;2;3;12;1;2;0;50;0
40;4;12;9;4;3;2;2;0;40;1
28;4;10;13;5;3;4;1;0;40;0
62;6;12;9;3;12;1;2;0;90;1
29;4;12;9;1;1;5;2;1;50;0
46;4;16;10;1;1;2;2;1;40;0
28;4;12;9;5;8;2;2;0;60;0
57;1;12;9;1;1;2;2;1;40;0
22;4;16;10;5;12;4;2;1;40;0
28;2;8;12;5;1;2;2;1;40;0
24;4;10;13;5;1;2;2;1;45;0
54;6;10;13;1;5;2;2;0;50;1
22;4;2;7;6;3;2;2;0;40;0
36;7;10;13;5;11;5;1;1;40;0
50;4;16;10;1;1;5;2;1;40;0
18;4;2;7;5;6;4;2;0;24;0
52;7;8;12;3;12;1;2;0;40;1
41;4;6;4;3;8;1;2;0;40;0
21;?;12;9;5;;2;2;1;20;0
36;4;10;13;5;12;2;2;1;40;0
34;6;10;13;5;10;2;2;1;55;1
21;4;9;11;5;3;4;2;0;40;0
46;4;12;9;5;4;2;2;0;40;0
57;?;16;10;3;;1;2;0;40;0
61;2;13;14;5;10;5;2;1;25;0
22;7;16;10;5;14;4;2;0;25;0
33;?;2;7;1;;4;2;0;53;0
36;7;15;15;3;10;6;2;1;50;1
43;2;13;14;1;10;5;2;1;40;0
25;4;8;12;3;1;6;4;1;37;1
17;4;1;6;5;9;3;2;0;30;0
45;4;9;11;3;3;1;2;0;38;1
30;4;15;15;5;10;2;2;0;80;0
40;4;13;14;5;10;2;2;0;35;0
31;2;13;14;5;4;2;2;0;45;0
42;4;10;13;3;4;1;2;0;40;1
53;4;12;9;3;3;1;2;0;40;1
37;4;4;2;3;14;1;2;0;40;0
37;7;12;9;4;8;5;2;1;20;0
54;4;16;10;3;12;6;2;1;40;1
36;4;12;9;1;8;4;2;1;30;0
46;4;16;10;1;1;5;2;1;40;0
46;4;10;13;3;12;1;2;0;48;0
32;4;7;5;3;14;1;2;0;50;0
17;4;2;7;5;3;4;2;0;40;0
42;7;10;13;1;10;2;1;0;40;0
37;2;12;9;5;3;2;2;0;40;0
29;4;12;9;3;7;1;2;0;48;0
54;4;10;13;3;4;1;2;0;40;1
38;4;3;8;3;3;1;2;0;48;0
46;2;12;9;3;14;1;2;0;40;0
24;4;12;9;3;6;1;2;0;40;0
57;4;4;2;3;6;1;2;0;40;0
59;4;4;2;3;7;1;2;0;40;0
33;4;10;13;3;4;1;2;0;40;1
35;4;12;9;1;8;5;1;1;40;0
53;4;12;9;3;7;1;2;0;40;0
26;4;12;9;5;7;3;2;0;40;0
55;6;13;14;3;12;1;2;0;50;0
46;4;12;9;6;8;2;1;1;45;0
44;7;10;13;3;10;1;3;0;38;1
30;6;9;11;3;12;1;2;0;60;0
24;4;16;10;5;6;4;2;0;24;0
32;4;1;6;4;8;2;1;1;37;0
35;4;10;13;5;12;2;2;1;40;0
67;4;13;14;3;12;1;2;0;30;1
56;6;10;13;3;4;1;2;0;20;1
26;4;13;14;5;10;2;4;0;20;0
46;4;8;12;7;13;5;2;1;40;0
52;4;12;9;3;3;1;2;0;48;1
38;6;16;10;1;3;2;2;0;40;0
31;4;12;9;1;12;5;1;0;50;0
53;4;12;9;6;14;2;2;0;30;0
27;4;12;9;5;6;2;1;0;40;0
39;4;10;13;5;1;2;2;1;40;0
22;4;12;9;5;7;4;2;0;40;0
37;4;16;10;3;3;1;2;0;35;1
20;4;12;9;5;1;4;2;0;30;0
60;2;12;9;3;11;1;2;0;40;0
51;4;9;11;1;13;5;1;1;48;0
57;1;15;15;1;10;2;2;1;50;1
59;4;16;10;3;3;1;2;0;40;1
37;4;12;9;3;3;1;2;0;40;0
35;4;12;9;3;6;6;2;1;40;0
43;4;16;10;3;12;1;2;0;72;1
17;4;3;8;5;8;4;2;0;35;0
45;4;10;13;3;10;1;2;0;50;1
18;4;12;9;5;12;4;2;1;40;0
52;4;3;8;6;7;3;2;1;40;0
18;4;16;10;5;6;4;2;0;9;0
20;4;16;10;5;6;4;1;0;40;0
34;4;12;9;5;13;2;2;0;40;0
19;4;12;9;5;7;4;1;1;20;0
18;?;3;8;5;;4;2;1;12;0
17;2;7;5;5;8;4;2;0;45;0
30;1;10;13;5;1;2;2;1;35;0
29;4;10;13;5;3;2;2;1;45;0
30;4;16;10;1;4;2;2;0;50;1
18;4;7;5;5;8;4;2;0;15;0
50;7;10;13;1;1;2;1;1;37;0
22;4;12;9;5;12;3;2;0;40;0
21;4;12;9;5;1;4;2;1;35;0
39;6;7;5;3;5;3;2;0;40;0
20;4;16;10;5;8;3;2;1;25;0
62;4;8;12;7;8;2;2;1;7;0
32;4;16;10;1;4;2;2;1;38;0
38;4;8;12;3;13;1;2;0;40;1
32;4;16;10;6;13;5;1;1;40;0
55;4;10;13;3;1;6;2;1;40;0
38;4;13;14;3;4;1;2;0;70;1
34;4;2;7;5;8;2;2;0;30;0
28;4;12;9;5;8;4;2;0;20;0
26;4;16;10;5;12;2;2;1;37;0
41;4;12;9;3;12;1;2;0;40;0
61;7;11;16;3;10;1;2;0;40;1
75;6;12;9;3;5;1;2;0;40;0
21;4;9;11;3;8;3;2;1;50;0
50;4;12;9;3;6;1;2;0;40;1
49;5;16;10;3;4;1;2;0;60;1
26;4;12;9;3;14;1;2;0;65;0
39;4;6;4;5;8;4;2;0;40;0
24;6;16;10;5;10;2;4;0;40;0
56;4;12;9;3;6;1;2;0;18;0
17;4;2;7;5;8;4;1;0;17;0
37;4;12;9;3;3;1;2;0;52;1
23;4;9;11;3;7;4;2;1;30;0
28;?;12;9;5;;2;1;1;40;0
57;6;12;9;3;5;1;2;0;60;0
42;2;10;13;3;1;1;2;0;45;1
25;4;10;13;1;12;2;2;1;40;0
22;4;10;13;5;5;2;2;0;20;0
39;4;12;9;3;3;1;1;0;40;0
54;4;2;7;3;8;6;1;1;40;1
41;5;10;13;1;4;2;2;0;50;0
43;1;12;9;3;4;1;3;0;40;0
19;4;12;9;5;3;2;2;1;40;0
35;4;16;10;3;10;1;2;0;40;0
34;4;12;9;3;10;1;2;0;60;1
19;4;12;9;6;1;5;2;1;30;0
33;4;16;10;1;4;5;2;1;40;0
33;4;16;10;5;10;2;2;0;52;0
49;4;13;14;3;4;1;2;0;65;1
31;4;12;9;1;1;5;2;1;50;0
69;?;12;9;3;;1;2;0;13;0
41;4;9;11;3;12;1;2;0;60;1
24;4;12;9;6;7;5; Other;1;40;0
45;7;12;9;1;4;5;2;1;38;1
63;4;10;13;3;10;1;2;0;45;1
75;4;16;10;3;14;1;2;0;16;0
34;4;12;9;5;7;5;1;0;40;0
69;4;10;13;3;4;1;1;0;50;1
33;4;13;14;5;10;2;2;1;40;0
44;4;12;9;5;1;2;2;1;43;0
45;4;10;13;3;3;1;2;0;40;1
18;4;2;7;5;12;4;2;1;20;0
48;4;12;9;1;12;2;2;1;52;0
43;4;12;9;3;3;1;2;0;40;1
26;4;12;9;3;3;1;1;0;60;1
35;4;12;9;5;3;5;2;0;50;0
34;4;16;10;5;1;5;1;1;40;0
48;4;12;9;3;1;1;2;0;70;1
54;2;12;9;7;8;5;1;1;40;0
57;4;12;9;3;12;1;2;0;40;0
21;4;12;9;5;7;4;2;0;60;0
28;4;16;10;3;4;1;3;0;55;0
51;4;9;11;3;3;1;2;0;40;1
34;2;12;9;3;11;1;2;0;53;1
41;2;16;10;3;11;1;2;0;45;1
21;4;16;10;5;1;2;2;1;27;0
26;4;10;13;3;10;1;2;0;58;1
66;4;12;9;5;1;2;4;1;40;0
40;4;11;16;3;10;1;4;0;45;1
48;4;8;12;1;1;5;2;1;40;0
44;?;10;13;1;;2;2;0;50;0
41;4;12;9;3;7;1;2;0;40;0
41;4;10;13;3;11;1;2;0;60;1
55;2;8;12;3;10;1;4;0;40;1
43;4;10;13;1;12;2;2;0;40;1
51;4;9;11;3;8;1;2;0;50;1
31;4;2;7;3;3;1;2;0;40;0
30;6;10;13;4;3;2;2;0;60;0
51;4;12;9;3;1;6;2;1;40;0
31;2;12;9;1;8;5;3;0;40;0
18;4;16;10;5;8;4;2;0;37;0
60;4;12;9;1;4;2;2;1;40;0
29;4;12;9;5;4;2;4;1;40;0
33;4;12;9;5;14;2;2;0;40;0
34;4;5;3;3;5;1;2;0;40;0
40;5;13;14;5;8;4;2;0;99;0
57;4;16;10;1;8;2;2;1;38;0
55;2;10;13;3;10;6;2;1;60;0
40;6;8;12;3;4;1;2;0;60;0
26;7;10;13;5;4;2;2;1;35;0
29;4;16;10;3;1;1;3;0;40;0
30;4;10;13;3;1;6;2;1;40;0
29;4;13;14;5;12;2;2;0;50;1
43;4;16;10;3;14;1;2;0;50;1
65;4;2;7;7;1;2;2;1;8;0
19;4;16;10;5;12;4;4;0;35;0
35;4;12;9;3;12;1;4;0;50;1
28;4;12;9;3;14;1;2;0;40;0
34;4;12;9;3;4;1;2;0;40;0
61;4;9;11;3;3;1;2;0;60;1
63;2;12;9;3;4;6;2;1;32;0
47;7;10;13;3;4;1;2;0;40;1
31;4;16;10;1;3;2;2;0;40;0
18;4;16;10;5;14;4;2;0;30;0
29;4;10;13;3;12;1;2;0;45;1
59;4;12;9;3;3;1;2;0;40;0
50;4;13;14;1;4;2;2;0;62;1
49;4;6;4;3;14;1;2;0;50;0
60;4;10;13;3;4;1;2;0;45;1
35;6;13;14;3;12;1;2;0;40;1
48;1;12;9;1;6;2;2;0;40;0
21;?;16;10;5;;4;2;0;40;0
41;4;12;9;6;6;2;1;0;40;0
56;4;16;10;3;3;1;2;0;50;0
26;4;3;8;5;8;5;1;0;40;0
53;4;12;9;1;1;5;2;1;40;0
23;4;12;9;5;6;2;1;0;40;0
58;4;6;4;3;5;1;2;0;50;0
61;4;12;9;3;3;1;2;0;40;0
29;4;16;10;3;6;1;2;0;60;0
22;4;12;9;5;14;4;2;0;40;0
43;4;10;13;3;4;1;2;0;50;1
31;4;16;10;5;8;2;2;0;30;0
90;4;12;9;3;7;1;2;0;40;0
53;4;9;11;1;10;5;2;1;40;0
22;?;16;10;5;;4;2;0;40;0
55;4;12;9;3;14;1;1;0;40;0
34;7;11;16;5;10;2;2;1;60;0
28;4;16;10;3;6;1;2;0;55;0
22;?;16;10;5;;2;2;1;40;0
36;4;12;9;5;1;2;1;1;40;0
33;4;10;13;6;10;3;1;1;40;0
17;4;1;6;5;8;4;2;1;12;0
38;4;2;7;1;3;2;2;0;40;0
60;4;9;11;3;3;1;2;0;60;0
34;4;10;13;3;4;1;2;0;50;1
72;?;12;9;3;;1;2;0;8;0
57;4;5;3;3;8;1;2;0;40;0
39;4;12;9;1;12;2;2;0;60;0
50;6;10;13;3;5;1;2;0;80;0
45;4;10;13;3;10;1;4;0;40;0
37;4;10;13;6;4;2;2;0;35;0
27;4;16;10;5;6;2;2;0;48;0
43;4;10;13;1;4;2;2;1;45;1
41;4;16;10;1;13;5;1;1;36;0
20;4;13;14;5;4;4;2;0;25;0
44;4;13;14;6;4;5;2;1;20;0
50;4;9;11;3;4;1;2;0;50;1
54;4;12;9;7;4;5;2;1;45;0
31;4;10;13;5;4;2;2;1;60;1
33;4;16;10;5;1;5;2;1;35;0
22;4;7;5;5;8;4;2;0;50;0
46;4;16;10;3;3;1;2;0;40;0
30;4;10;13;3;1;6;4;1;40;1
22;?;16;10;5;;4;4;0;40;0
59;?;12;9;3;;1;2;0;60;0
57;6;16;10;7;4;3;2;0;25;0
26;4;12;9;5;7;2;2;0;40;0
52;2;8;12;3;11;1;2;0;40;1
55;2;13;14;1;10;5;2;1;45;0
47;4;10;13;3;12;1;2;0;40;1
19;4;12;9;5;3;4;2;0;40;0
26;4;12;9;5;14;4;2;0;40;0
44;4;8;12;1;10;2;2;1;40;1
42;4;13;14;5;4;2;2;0;40;1
39;4;16;10;3;4;1;2;0;60;0
17;?;2;7;5;;4;2;1;15;0
26;4;12;9;5;1;2;2;1;50;0
26;4;13;14;3;10;1;2;0;20;0
50;5;13;14;3;12;1;2;0;55;0
46;6;13;14;3;4;1;2;0;50;1
18;4;16;10;5;13;4;2;0;20;0
26;4;10;13;5;4;5;4;0;60;0
32;4;10;13;3;12;1;2;0;40;1
50;4;5;3;4;8;5;2;1;34;0
47;2;16;10;3;11;1;2;0;40;1
52;4;12;9;3;8;6;2;1;25;0
25;1;16;10;3;4;1;2;0;40;1
42;2;2;7;3;14;1;2;0;40;0
53;4;12;9;3;4;1;2;0;45;0
30;4;12;9;5;6;4;3;1;8;0
23;4;4;2;5;5;2;2;0;36;0
23;4;10;13;5;4;4;2;0;30;0
32;4;16;10;3;5;1;2;0;60;0
29;5;12;9;6;10;3;2;0;25;0
40;4;8;12;3;8;1;2;0;40;0
45;7;13;14;3;10;1;2;0;40;1
17;?;1;6;5;;4;1;1;40;0
55;4;10;13;3;10;1;2;0;40;1
59;2;13;14;3;10;1;2;0;40;1
56;4;9;11;3;12;1;2;0;40;1
23;4;3;8;5;3;2;2;0;50;0
37;2;12;9;3;11;1;2;0;40;0
25;4;12;9;3;3;1;2;0;48;0
22;?;16;10;5;;4;2;0;40;0
27;4;7;5;5;9;5;2;1;24;0
21;4;12;9;5;8;5;2;1;40;0
47;2;12;9;3;14;1;2;0;40;1
38;4;16;10;3;7;1;2;0;60;0
62;2;13;14;1;10;2;2;1;33;1
27;4;16;10;3;12;1;2;0;40;0
25;?;9;11;5;;4;2;0;90;0
27;4;12;9;5;8;4;1;1;40;0
40;4;16;10;3;1;6;2;1;40;1
22;6;16;10;5;12;4;1;0;55;1
33;4;12;9;1;4;2;2;0;60;0
28;4;9;11;3;10;6;2;1;5;0
28;4;12;9;3;7;1;2;0;40;0
29;4;12;9;5;14;5;2;0;55;0
46;4;7;5;1;4;5;2;1;40;0
30;4;12;9;3;7;1;2;0;40;0
65;?;12;9;3;;1;2;0;45;0
28;4;16;10;5;3;2;1;0;40;0
39;4;10;13;3;1;1;2;0;40;0
35;4;16;10;5;12;2;2;0;40;0
50;4;16;10;3;12;6;2;1;39;0
25;?;1;6;5;;4;1;0;40;0
63;4;7;5;7;8;2;2;1;20;0
56;4;9;11;3;3;1;2;0;48;1
46;4;16;10;3;1;1;2;0;40;1
19;4;16;10;5;8;4;2;1;30;0
56;2;13;14;3;10;1;2;0;35;1
31;4;12;9;1;8;4;2;1;15;0
51;7;13;14;3;4;1;2;0;40;1
17;4;2;7;5;12;4;2;0;5;0
27;2;16;10;5;11;5;4;1;40;0
30;4;16;10;5;1;4;2;0;45;0
18;4;16;10;5;11;4;2;1;20;0
41;4;16;10;1;4;2;2;0;40;0
40;2;13;14;3;10;6;2;1;40;1
35;4;10;13;5;12;2;2;0;50;0
29;4;12;9;5;12;2;2;1;10;0
27;4;10;13;3;12;1;2;0;55;1
25;4;1;6;5;14;2;2;0;50;0
53;4;4;2;1;8;5;1;1;40;0
53;4;10;13;3;8;1;2;0;35;0
26;7;12;9;5;3;5;2;0;50;0
41;4;10;13;3;10;1;2;0;70;0
28;4;12;9;3;4;1;2;0;70;0
48;7;13;14;6;10;2;2;0;60;0
22;4;10;13;5;4;2;2;0;30;0
40;1;15;15;3;10;1;2;0;40;1
52;5;10;13;3;4;1;2;0;60;1
53;2;13;14;7;10;5;1;1;35;0
40;4;16;10;3;3;1;2;0;50;1
57;4;8;12;1;7;2;2;0;75;0
53;6;9;11;6;3;2;2;0;40;0
23;4;16;10;5;1;2;2;1;8;0
31;6;16;10;3;3;1;2;0;40;0
20;4;7;5;5;6;4;2;0;28;0
25;4;15;15;5;10;2;2;1;20;0
37;4;16;10;5;4;5;1;1;40;0
50;4;12;9;3;3;1;2;0;40;1
34;6;12;9;3;14;1;2;0;35;0
37;4;10;13;3;4;1;2;0;50;1
52;4;10;13;3;4;1;2;0;45;1
29;6;9;11;3;5;1;2;0;90;0
49;4;16;10;3;4;1;2;0;40;1
31;4;16;10;3;8;6;2;1;40;0
47;4;12;9;3;3;1;2;0;40;0
51;6;12;9;3;3;1;2;0;70;0
27;4;12;9;3;12;6;2;1;50;0
23;4;10;13;5;4;2;2;0;40;0
55;4;12;9;3;10;1;2;0;46;0
28;4;16;10;3;4;1;2;0;50;1
31;2;10;13;5;10;2;2;1;40;0
30;4;12;9;5;14;4;1;0;40;0
23;4;10;13;5;10;4;2;0;60;0
19;4;12;9;5;12;4;2;0;50;0
22;4;16;10;5;12;4;2;0;25;0
50;4;12;9;1;8;5;2;1;25;0
64;?;12;9;3;;1;2;0;50;1
21;4;12;9;5;8;4;2;0;35;0
75;5;16;10;7;12;2;2;0;40;1
29;4;12;9;5;7;4;4;0;40;0
47;4;16;10;3;3;1;2;0;40;1
20;4;12;9;5;7;2;2;0;40;0
33;4;12;9;5;8;4;2;0;40;0
45;4;11;16;3;10;1;4;0;45;1
41;4;9;11;1;10;5;2;1;43;0
23;4;12;9;5;7;4;2;0;40;0
38;4;10;13;3;1;1;2;0;50;1
67;7;16;10;3;11;1;2;0;41;1
21;4;16;10;5;13;4;2;0;35;0
38;4;16;10;5;10;2;2;0;45;0
31;4;12;9;3;3;1;2;0;40;0
19;?;16;10;5;;4;2;1;40;0
59;6;16;10;3;12;1;2;0;40;0
36;4;12;9;5;8;2;2;0;40;0
50;2;16;10;7;10;5;2;0;40;0
60;5;1;6;3;3;1;2;0;40;0
30;4;13;14;3;4;1;2;0;45;1
28;5;10;13;5;12;2;2;0;50;0
36;4;16;10;3;3;1;2;0;60;1
21;?;16;10;5;;4;2;1;10;0
27;4;12;9;3;8;1;2;0;40;0
18;4;3;8;5;8;4;2;1;20;0
44;2;16;10;3;4;1;2;0;40;1
56;4;6;4;3;8;1;1;0;40;0
51;5;10;13;3;11;1;1;0;40;1
48;4;10;13;3;10;1;2;0;45;1
31;4;9;11;3;10;1;2;0;45;0
35;4;9;11;5;14;2;2;0;40;0
35;4;12;9;1;6;3;2;0;40;0
36;4;16;10;3;3;1;2;0;40;0
47;6;8;12;3;3;1;2;0;65;0
23;4;16;10;5;8;2;2;0;25;0
21;4;16;10;5;12;3;1;1;20;0
49;4;16;10;6;4;5;1;1;60;0
51;5;15;15;3;10;1;2;0;60;1
46;4;9;11;3;3;1;2;0;40;0
31;4;12;9;3;5;1;2;0;45;0
27;4;12;9;3;7;1;2;0;40;0
56;?;8;12;3;;1;2;0;20;0
48;4;16;10;3;3;1;2;0;40;0
30;4;16;10;1;1;5;1;1;40;0
29;2;10;13;1;10;2;2;0;50;0
50;1;13;14;5;4;2;2;1;50;0
18;4;12;9;5;14;2;1;0;35;0
37;4;12;9;3;4;1;2;0;55;1
51;6;12;9;3;12;1;2;0;60;1
31;4;12;9;3;3;1;2;0;47;0
29;4;9;11;1;13;2;1;0;40;1
39;4;1;6;3;3;1;2;0;40;0
48;4;16;10;3;12;1;1;0;40;1
44;4;10;13;3;12;1;2;0;50;1
39;4;1;6;3;7;1;2;0;40;0
22;2;2;7;5;6;4;2;0;35;0
27;?;16;10;3;;6;2;1;40;1
42;4;7;5;1;3;2;2;0;40;0
18;4;12;9;5;12;4;2;1;33;0
27;4;16;10;4;12;2;2;1;25;0
51;4;1;6;6;7;5;1;1;40;0
27;6;16;10;3;4;1;2;0;40;0
60;6;2;7;3;5;1;2;0;50;0
36;4;4;2;3;6;1;2;0;40;0
45;4;10;13;3;4;1;4;0;60;1
40;4;12;9;3;12;1;2;0;52;1
63;4;16;10;3;10;1;2;0;40;1
41;4;12;9;4;14;5;1;0;50;0
53;?;3;8;3;;6;2;1;40;0
34;4;12;9;1;14;5;2;1;48;0
34;4;16;10;3;1;1;2;0;40;0
31;4;10;13;3;1;6;2;1;40;1
22;7;8;12;5;10;2;2;1;15;0
49;4;16;10;3;4;1;2;0;50;1
43;?;12;9;3;;1;2;0;35;0
36;4;15;15;3;10;1;2;0;50;1
27;4;10;13;5;13;2;2;0;37;0
52;6;12;9;3;5;1;2;0;60;1
29;4;12;9;3;8;1;1;0;50;0
27;4;1;6;6;7;4;2;0;35;0
42;4;12;9;5;8;2;2;1;65;0
49;6;10;13;7;12;5;2;1;40;0
24;4;16;10;5;3;5;2;0;50;0
22;4;12;9;5;12;5;2;0;20;0
30;6;10;13;5;12;5;2;0;40;0
28;4;16;10;5;8;2;2;0;40;0
20;4;9;11;5;8;4;2;0;40;0
45;5;15;15;3;10;1;2;0;43;1
39;4;12;9;1;12;2;2;1;50;1
43;4;15;15;5;10;2;2;0;66;0
18;4;12;9;5;12;4;2;1;20;0
53;4;12;9;3;7;1;2;0;40;0
74;4;16;10;3;12;1;2;0;20;1
39;4;10;13;3;10;1;4;0;48;1
33;?;1;6;5;;3;2;0;40;0
49;4;12;9;3;3;1;2;0;42;1
21;4;1;6;3;6;1;2;0;35;0
65;?;16;10;3;;1;2;0;40;0
39;4;12;9;5;3;2;2;0;50;1
49;4;9;11;3;12;1;2;0;25;0
20;?;16;10;5;;4;2;1;40;0
47;4;10;13;3;4;1;2;0;44;1
46;6;12;9;3;4;1;2;0;40;0
29;4;9;11;3;3;1;4;0;32;1
61;6;12;9;7;10;5;2;1;16;0
48;4;16;10;1;4;2;2;1;38;0
44;4;7;5;1;3;2;2;0;40;0
37;5;10;13;3;3;1;2;0;60;0
45;4;16;10;3;12;1;2;0;50;0
51;6;10;13;3;10;1;2;0;45;1
33;2;10;13;5;4;2;2;1;50;0
55;6;10;13;3;10;6;2;1;8;0
25;4;16;10;3;8;6;2;1;60;0
26;4;12;9;1;5;2;4;0;40;0
54;4;12;9;3;4;1;2;0;40;1
38;4;12;9;5;12;2;2;1;33;0
39;2;13;14;3;10;6;2;1;20;1
20;7;16;10;5;10;4;2;0;40;0
30;4;12;9;1;1;2;2;1;40;0
29;1;12;9;1;1;2; Other;0;45;0
42;4;12;9;1;6;2;2;1;40;0
24;4;8;12;5;1;2;2;0;40;0
36;4;12;9;3;7;1;2;0;50;1
60;4;13;14;3;1;1;4;0;50;1
42;4;12;9;1;5;2;2;0;44;0
42;4;1;6;3;3;1;2;0;45;0
46;4;12;9;4;7;2;2;1;40;0
52;7;13;14;4;4;5;2;1;44;1
27;?;9;11;3;;1;2;0;20;0
43;4;16;10;1;1;5;1;1;35;0
43;7;10;13;5;10;2;2;1;40;0
27;4;2;7;1;3;4;2;0;40;0
52;2;13;14;3;4;1;2;0;60;1
31;4;16;10;3;14;1;2;0;50;0
38;?;6;4;1;;5;1;1;30;0
44;4;7;5;5;8;5;1;1;40;0
27;4;16;10;1;10;4;2;1;40;0
50;4;16;10;1;4;2;2;0;40;0
23;4;16;10;5;13;2;2;1;40;0
22;4;16;10;5;1;5;1;1;30;0
36;7;16;10;5;4;5;2;1;40;0
24;4;10;13;5;13;2;2;1;40;0
59;4;16;10;3;12;1;2;0;40;1
39;4;9;11;3;3;1;2;0;50;1
23;4;10;13;5;4;4;2;0;40;0
37;4;10;13;5;10;2;2;1;42;0
25;2;8;12;5;1;4;1;1;38;0
40;4;12;9;3;3;6;2;1;45;0
38;7;10;13;3;10;1;4;0;60;1
31;4;12;9;3;8;1;2;0;35;0
28;2;11;16;1;10;2;2;1;40;0
24;4;12;9;5;12;5;1;0;25;0
46;2;8;12;3;11;1;2;0;50;1
29;4;12;9;3;7;6;4;1;40;0
38;1;15;15;3;10;1;2;0;50;1
53;4;16;10;6;4;5;1;1;40;0
33;4;12;9;3;13;6;2;1;40;1
39;4;10;13;3;10;1;1;0;60;0
44;4;12;9;3;7;1;2;0;48;0
46;4;10;13;1;10;2;2;0;45;1
30;4;10;13;5;12;4;2;0;40;0
24;4;16;10;3;12;1;2;0;40;0
29;4;12;9;5;1;4;2;1;40;0
62;6;16;10;3;4;1;2;0;70;0
25;4;12;9;4;4;2;2;0;45;0
45;4;16;10;5;8;2;2;0;40;0
21;4;16;10;5;3;4;2;0;40;0
64;1;16;10;3;14;1;2;0;40;1
39;4;10;13;1;13;2;2;0;40;0
60;4;12;9;3;12;1;2;0;40;0
35;4;12;9;5;13;2;2;0;40;0
27;4;10;13;5;13;2;2;0;40;0
41;4;12;9;1;3;4;2;0;40;0
32;7;13;14;3;10;1;2;0;50;0
24;4;12;9;3;3;1;2;0;40;0
32;4;10;13;3;3;1;2;0;40;1
42;2;16;10;3;4;1;2;0;45;1
58;4;13;14;7;12;2;2;1;27;0
23;4;13;14;3;10;1;4;0;50;1
31;1;12;9;3;5;1;3;0;40;0
28;4;10;13;5;4;5;1;1;45;0
41;?;16;10;7;;5;1;1;20;0
37;4;10;13;3;10;6;2;1;16;1
19;4;12;9;5;12;4;2;0;38;0
27;6;10;13;5;10;2;2;1;20;0
61;6;7;5;3;12;1;2;0;58;1
